t,New Time,Old Time,GpsTime,err,derr
1.3658008796490002E9,12/04/2013 05:07:59 PM + 0.6490001678466797s ,12/04/2013 5:07:59 PM,10227.8632008216,0,0.0
1.365800879674E9,12/04/2013 05:07:59 PM + 0.6740000247955322s ,12/04/2013 5:07:59 PM,10227.8882008216,0,0.0
1.3658008796990001E9,12/04/2013 05:07:59 PM + 0.6990001201629639s ,12/04/2013 5:07:59 PM,10227.9132008216,0,0.0
1.365800879724E9,12/04/2013 05:07:59 PM + 0.7239999771118164s ,12/04/2013 5:07:59 PM,10227.9382008216,0,0.0
1.365800879749E9,12/04/2013 05:07:59 PM + 0.749000072479248s ,12/04/2013 5:07:59 PM,10227.9632008216,0,0.0
1.3658008797740002E9,12/04/2013 05:07:59 PM + 0.7740001678466797s ,12/04/2013 5:07:59 PM,10227.9882008216,0,0.0
1.365800879799E9,12/04/2013 05:07:59 PM + 0.7990000247955322s ,12/04/2013 5:07:59 PM,10228.0132008216,0,0.0
1.3658008798240001E9,12/04/2013 05:07:59 PM + 0.8240001201629639s ,12/04/2013 5:07:59 PM,10228.0382008216,0,0.0
1.365800879849E9,12/04/2013 05:07:59 PM + 0.8489999771118164s ,12/04/2013 5:07:59 PM,10228.0632008216,0,0.0
1.365800879874E9,12/04/2013 05:07:59 PM + 0.874000072479248s ,12/04/2013 5:07:59 PM,10228.0882008216,0,0.0
1.3658008798990002E9,12/04/2013 05:07:59 PM + 0.8990001678466797s ,12/04/2013 5:07:59 PM,10228.1132008216,0,0.0
1.365800879924E9,12/04/2013 05:07:59 PM + 0.9240000247955322s ,12/04/2013 5:07:59 PM,10228.1382008216,0,0.0
1.3658008799490001E9,12/04/2013 05:07:59 PM + 0.9490001201629639s ,12/04/2013 5:07:59 PM,10228.1632008216,0,0.0
1.365800879974E9,12/04/2013 05:07:59 PM + 0.9739999771118164s ,12/04/2013 5:07:59 PM,10228.1882008216,0,0.0
1.365800879999E9,12/04/2013 05:07:59 PM + 0.999000072479248s ,12/04/2013 5:07:59 PM,10228.2132008216,0,0.0
1.3658008800240002E9,12/04/2013 05:08:00 PM + 0.024000167846679688s ,12/04/2013 5:08:00 PM,10228.2382008216,0,0.0
1.365800880049E9,12/04/2013 05:08:00 PM + 0.04900002479553223s ,12/04/2013 5:08:00 PM,10228.2632008216,0,0.0
1.3658008800740001E9,12/04/2013 05:08:00 PM + 0.07400012016296387s ,12/04/2013 5:08:00 PM,10228.2882008216,0,0.0
1.365800880099E9,12/04/2013 05:08:00 PM + 0.0989999771118164s ,12/04/2013 5:08:00 PM,10228.3132008216,0,0.0
1.365800880124E9,12/04/2013 05:08:00 PM + 0.12400007247924805s ,12/04/2013 5:08:00 PM,10228.3382008216,0,0.0
1.3658008801490002E9,12/04/2013 05:08:00 PM + 0.1490001678466797s ,12/04/2013 5:08:00 PM,10228.3632008216,0,0.0
1.365800880174E9,12/04/2013 05:08:00 PM + 0.17400002479553223s ,12/04/2013 5:08:00 PM,10228.3882008216,0,0.0
1.3658008801990001E9,12/04/2013 05:08:00 PM + 0.19900012016296387s ,12/04/2013 5:08:00 PM,10228.4132008216,0,0.0
1.365800880224E9,12/04/2013 05:08:00 PM + 0.2239999771118164s ,12/04/2013 5:08:00 PM,10228.4382008216,0,0.0
1.365800880249E9,12/04/2013 05:08:00 PM + 0.24900007247924805s ,12/04/2013 5:08:00 PM,10228.4632008216,0,0.0
1.3658008802740002E9,12/04/2013 05:08:00 PM + 0.2740001678466797s ,12/04/2013 5:08:00 PM,10228.4882008216,0,0.0
1.365800880299E9,12/04/2013 05:08:00 PM + 0.2990000247955322s ,12/04/2013 5:08:00 PM,10228.5132008216,0,0.0
1.3658008803240001E9,12/04/2013 05:08:00 PM + 0.32400012016296387s ,12/04/2013 5:08:00 PM,10228.5382008216,0,0.0
1.365800880349E9,12/04/2013 05:08:00 PM + 0.3489999771118164s ,12/04/2013 5:08:00 PM,10228.5632008216,0,0.0
1.365800880374E9,12/04/2013 05:08:00 PM + 0.37400007247924805s ,12/04/2013 5:08:00 PM,10228.5882008216,0,0.0
1.3658008803990002E9,12/04/2013 05:08:00 PM + 0.3990001678466797s ,12/04/2013 5:08:00 PM,10228.6132008216,0,0.0
1.365800880424E9,12/04/2013 05:08:00 PM + 0.4240000247955322s ,12/04/2013 5:08:00 PM,10228.6382008216,0,0.0
1.3658008804490001E9,12/04/2013 05:08:00 PM + 0.44900012016296387s ,12/04/2013 5:08:00 PM,10228.6632008216,0,0.0
1.365800880474E9,12/04/2013 05:08:00 PM + 0.4739999771118164s ,12/04/2013 5:08:00 PM,10228.6882008216,0,0.0
1.365800880499E9,12/04/2013 05:08:00 PM + 0.49900007247924805s ,12/04/2013 5:08:00 PM,10228.7132008216,0,0.0
1.3658008805240002E9,12/04/2013 05:08:00 PM + 0.5240001678466797s ,12/04/2013 5:08:00 PM,10228.7382008216,0,0.0
1.365800880549E9,12/04/2013 05:08:00 PM + 0.5490000247955322s ,12/04/2013 5:08:00 PM,10228.7632008216,0,0.0
1.3658008805740001E9,12/04/2013 05:08:00 PM + 0.5740001201629639s ,12/04/2013 5:08:00 PM,10228.7882008216,0,0.0
1.365800880599E9,12/04/2013 05:08:00 PM + 0.5989999771118164s ,12/04/2013 5:08:00 PM,10228.8132008216,0,0.0
1.365800880624E9,12/04/2013 05:08:00 PM + 0.624000072479248s ,12/04/2013 5:08:00 PM,10228.8382008216,0,0.0
1.3658008806490002E9,12/04/2013 05:08:00 PM + 0.6490001678466797s ,12/04/2013 5:08:00 PM,10228.8632008216,0,0.0
1.365800880674E9,12/04/2013 05:08:00 PM + 0.6740000247955322s ,12/04/2013 5:08:00 PM,10228.8882008216,0,0.0
1.3658008806990001E9,12/04/2013 05:08:00 PM + 0.6990001201629639s ,12/04/2013 5:08:00 PM,10228.9132008216,0,0.0
1.365800880724E9,12/04/2013 05:08:00 PM + 0.7239999771118164s ,12/04/2013 5:08:00 PM,10228.9382008216,0,0.0
1.365800880749E9,12/04/2013 05:08:00 PM + 0.749000072479248s ,12/04/2013 5:08:00 PM,10228.9632008216,0,0.0
1.3658008807740002E9,12/04/2013 05:08:00 PM + 0.7740001678466797s ,12/04/2013 5:08:00 PM,10228.9882008216,0,0.0
1.365800880799E9,12/04/2013 05:08:00 PM + 0.7990000247955322s ,12/04/2013 5:08:00 PM,10229.0132008216,0,0.0
1.3658008808240001E9,12/04/2013 05:08:00 PM + 0.8240001201629639s ,12/04/2013 5:08:00 PM,10229.0382008216,0,0.0
1.365800880849E9,12/04/2013 05:08:00 PM + 0.8489999771118164s ,12/04/2013 5:08:00 PM,10229.0632008216,0,0.0
1.365800880874E9,12/04/2013 05:08:00 PM + 0.874000072479248s ,12/04/2013 5:08:00 PM,10229.0882008216,0,0.0
1.3658008808990002E9,12/04/2013 05:08:00 PM + 0.8990001678466797s ,12/04/2013 5:08:00 PM,10229.1132008216,0,0.0
1.365800880924E9,12/04/2013 05:08:00 PM + 0.9240000247955322s ,12/04/2013 5:08:00 PM,10229.1382008216,0,0.0
1.3658008809490001E9,12/04/2013 05:08:00 PM + 0.9490001201629639s ,12/04/2013 5:08:00 PM,10229.1632008216,0,0.0
1.365800880974E9,12/04/2013 05:08:00 PM + 0.9739999771118164s ,12/04/2013 5:08:00 PM,10229.1882008216,0,0.0
1.365800880999E9,12/04/2013 05:08:00 PM + 0.999000072479248s ,12/04/2013 5:08:00 PM,10229.2132008216,0,0.0
1.3658008810240002E9,12/04/2013 05:08:01 PM + 0.024000167846679688s ,12/04/2013 5:08:00 PM,10229.2382008216,1,0.02500016784667969
1.365800881049E9,12/04/2013 05:08:01 PM + 0.04900002479553223s ,12/04/2013 5:08:01 PM,10229.2632008216,0,0.0
1.3658008810740001E9,12/04/2013 05:08:01 PM + 0.07400012016296387s ,12/04/2013 5:08:01 PM,10229.2882008216,0,0.0
1.365800881099E9,12/04/2013 05:08:01 PM + 0.0989999771118164s ,12/04/2013 5:08:01 PM,10229.3132008216,0,0.0
1.365800881124E9,12/04/2013 05:08:01 PM + 0.12400007247924805s ,12/04/2013 5:08:01 PM,10229.3382008216,0,0.0
1.3658008811490002E9,12/04/2013 05:08:01 PM + 0.1490001678466797s ,12/04/2013 5:08:01 PM,10229.3632008216,0,0.0
1.365800881174E9,12/04/2013 05:08:01 PM + 0.17400002479553223s ,12/04/2013 5:08:01 PM,10229.3882008216,0,0.0
1.3658008811990001E9,12/04/2013 05:08:01 PM + 0.19900012016296387s ,12/04/2013 5:08:01 PM,10229.4132008216,0,0.0
1.365800881224E9,12/04/2013 05:08:01 PM + 0.2239999771118164s ,12/04/2013 5:08:01 PM,10229.4382008216,0,0.0
1.365800881249E9,12/04/2013 05:08:01 PM + 0.24900007247924805s ,12/04/2013 5:08:01 PM,10229.4632008216,0,0.0
1.3658008812740002E9,12/04/2013 05:08:01 PM + 0.2740001678466797s ,12/04/2013 5:08:01 PM,10229.4882008216,0,0.0
1.365800881299E9,12/04/2013 05:08:01 PM + 0.2990000247955322s ,12/04/2013 5:08:01 PM,10229.5132008216,0,0.0
1.3658008813240001E9,12/04/2013 05:08:01 PM + 0.32400012016296387s ,12/04/2013 5:08:01 PM,10229.5382008216,0,0.0
1.365800881349E9,12/04/2013 05:08:01 PM + 0.3489999771118164s ,12/04/2013 5:08:01 PM,10229.5632008216,0,0.0
1.365800881374E9,12/04/2013 05:08:01 PM + 0.37400007247924805s ,12/04/2013 5:08:01 PM,10229.5882008216,0,0.0
1.3658008813990002E9,12/04/2013 05:08:01 PM + 0.3990001678466797s ,12/04/2013 5:08:01 PM,10229.6132008216,0,0.0
1.365800881424E9,12/04/2013 05:08:01 PM + 0.4240000247955322s ,12/04/2013 5:08:01 PM,10229.6382008216,0,0.0
1.3658008814490001E9,12/04/2013 05:08:01 PM + 0.44900012016296387s ,12/04/2013 5:08:01 PM,10229.6632008216,0,0.0
1.365800881474E9,12/04/2013 05:08:01 PM + 0.4739999771118164s ,12/04/2013 5:08:01 PM,10229.6882008216,0,0.0
1.365800881499E9,12/04/2013 05:08:01 PM + 0.49900007247924805s ,12/04/2013 5:08:01 PM,10229.7132008216,0,0.0
1.3658008815240002E9,12/04/2013 05:08:01 PM + 0.5240001678466797s ,12/04/2013 5:08:01 PM,10229.7382008216,0,0.0
1.365800881549E9,12/04/2013 05:08:01 PM + 0.5490000247955322s ,12/04/2013 5:08:01 PM,10229.7632008216,0,0.0
1.3658008815740001E9,12/04/2013 05:08:01 PM + 0.5740001201629639s ,12/04/2013 5:08:01 PM,10229.7882008216,0,0.0
1.365800881599E9,12/04/2013 05:08:01 PM + 0.5989999771118164s ,12/04/2013 5:08:01 PM,10229.8132008216,0,0.0
1.365800881624E9,12/04/2013 05:08:01 PM + 0.624000072479248s ,12/04/2013 5:08:01 PM,10229.8382008216,0,0.0
1.3658008816490002E9,12/04/2013 05:08:01 PM + 0.6490001678466797s ,12/04/2013 5:08:01 PM,10229.8632008216,0,0.0
1.365800881674E9,12/04/2013 05:08:01 PM + 0.6740000247955322s ,12/04/2013 5:08:01 PM,10229.8882008216,0,0.0
1.3658008816990001E9,12/04/2013 05:08:01 PM + 0.6990001201629639s ,12/04/2013 5:08:01 PM,10229.9132008216,0,0.0
1.365800881724E9,12/04/2013 05:08:01 PM + 0.7239999771118164s ,12/04/2013 5:08:01 PM,10229.9382008216,0,0.0
1.365800881749E9,12/04/2013 05:08:01 PM + 0.749000072479248s ,12/04/2013 5:08:01 PM,10229.9632008216,0,0.0
1.3658008817740002E9,12/04/2013 05:08:01 PM + 0.7740001678466797s ,12/04/2013 5:08:01 PM,10229.9882008216,0,0.0
1.365800881799E9,12/04/2013 05:08:01 PM + 0.7990000247955322s ,12/04/2013 5:08:01 PM,10230.0132008216,0,0.0
1.3658008818240001E9,12/04/2013 05:08:01 PM + 0.8240001201629639s ,12/04/2013 5:08:01 PM,10230.0382008216,0,0.0
1.365800881849E9,12/04/2013 05:08:01 PM + 0.8489999771118164s ,12/04/2013 5:08:01 PM,10230.0632008216,0,0.0
1.365800881874E9,12/04/2013 05:08:01 PM + 0.874000072479248s ,12/04/2013 5:08:01 PM,10230.0882008216,0,0.0
1.3658008818990002E9,12/04/2013 05:08:01 PM + 0.8990001678466797s ,12/04/2013 5:08:01 PM,10230.1132008216,0,0.0
1.365800881924E9,12/04/2013 05:08:01 PM + 0.9240000247955322s ,12/04/2013 5:08:01 PM,10230.1382008216,0,0.0
1.3658008819490001E9,12/04/2013 05:08:01 PM + 0.9490001201629639s ,12/04/2013 5:08:01 PM,10230.1632008216,0,0.0
1.365800881974E9,12/04/2013 05:08:01 PM + 0.9739999771118164s ,12/04/2013 5:08:02 PM,10230.1882008216,-1,-0.026000022888183594
1.365800881999E9,12/04/2013 05:08:01 PM + 0.999000072479248s ,12/04/2013 5:08:02 PM,10230.2132008216,-1,-9.999275207519531E-4
1.3658008820240002E9,12/04/2013 05:08:02 PM + 0.024000167846679688s ,12/04/2013 5:08:02 PM,10230.2382008216,0,0.0
1.365800882049E9,12/04/2013 05:08:02 PM + 0.04900002479553223s ,12/04/2013 5:08:02 PM,10230.2632008216,0,0.0
1.3658008820740001E9,12/04/2013 05:08:02 PM + 0.07400012016296387s ,12/04/2013 5:08:02 PM,10230.2882008216,0,0.0
1.365800882099E9,12/04/2013 05:08:02 PM + 0.0989999771118164s ,12/04/2013 5:08:02 PM,10230.3132008216,0,0.0
1.365800882124E9,12/04/2013 05:08:02 PM + 0.12400007247924805s ,12/04/2013 5:08:02 PM,10230.3382008216,0,0.0
1.3658008821490002E9,12/04/2013 05:08:02 PM + 0.1490001678466797s ,12/04/2013 5:08:02 PM,10230.3632008216,0,0.0
1.365800882174E9,12/04/2013 05:08:02 PM + 0.17400002479553223s ,12/04/2013 5:08:02 PM,10230.3882008216,0,0.0
1.3658008821990001E9,12/04/2013 05:08:02 PM + 0.19900012016296387s ,12/04/2013 5:08:02 PM,10230.4132008216,0,0.0
1.365800882224E9,12/04/2013 05:08:02 PM + 0.2239999771118164s ,12/04/2013 5:08:02 PM,10230.4382008216,0,0.0
1.365800882249E9,12/04/2013 05:08:02 PM + 0.24900007247924805s ,12/04/2013 5:08:02 PM,10230.4632008216,0,0.0
1.3658008822740002E9,12/04/2013 05:08:02 PM + 0.2740001678466797s ,12/04/2013 5:08:02 PM,10230.4882008216,0,0.0
1.365800882299E9,12/04/2013 05:08:02 PM + 0.2990000247955322s ,12/04/2013 5:08:02 PM,10230.5132008216,0,0.0
1.3658008823240001E9,12/04/2013 05:08:02 PM + 0.32400012016296387s ,12/04/2013 5:08:02 PM,10230.5382008216,0,0.0
1.365800882349E9,12/04/2013 05:08:02 PM + 0.3489999771118164s ,12/04/2013 5:08:02 PM,10230.5632008216,0,0.0
1.365800882374E9,12/04/2013 05:08:02 PM + 0.37400007247924805s ,12/04/2013 5:08:02 PM,10230.5882008216,0,0.0
1.3658008823990002E9,12/04/2013 05:08:02 PM + 0.3990001678466797s ,12/04/2013 5:08:02 PM,10230.6132008216,0,0.0
1.365800882424E9,12/04/2013 05:08:02 PM + 0.4240000247955322s ,12/04/2013 5:08:02 PM,10230.6382008216,0,0.0
1.3658008824490001E9,12/04/2013 05:08:02 PM + 0.44900012016296387s ,12/04/2013 5:08:02 PM,10230.6632008216,0,0.0
1.365800882474E9,12/04/2013 05:08:02 PM + 0.4739999771118164s ,12/04/2013 5:08:02 PM,10230.6882008216,0,0.0
1.365800882499E9,12/04/2013 05:08:02 PM + 0.49900007247924805s ,12/04/2013 5:08:02 PM,10230.7132008216,0,0.0
1.3658008825240002E9,12/04/2013 05:08:02 PM + 0.5240001678466797s ,12/04/2013 5:08:02 PM,10230.7382008216,0,0.0
1.365800882549E9,12/04/2013 05:08:02 PM + 0.5490000247955322s ,12/04/2013 5:08:02 PM,10230.7632008216,0,0.0
1.3658008825740001E9,12/04/2013 05:08:02 PM + 0.5740001201629639s ,12/04/2013 5:08:02 PM,10230.7882008216,0,0.0
1.365800882599E9,12/04/2013 05:08:02 PM + 0.5989999771118164s ,12/04/2013 5:08:02 PM,10230.8132008216,0,0.0
1.365800882624E9,12/04/2013 05:08:02 PM + 0.624000072479248s ,12/04/2013 5:08:02 PM,10230.8382008216,0,0.0
1.3658008826490002E9,12/04/2013 05:08:02 PM + 0.6490001678466797s ,12/04/2013 5:08:02 PM,10230.8632008216,0,0.0
1.365800882674E9,12/04/2013 05:08:02 PM + 0.6740000247955322s ,12/04/2013 5:08:02 PM,10230.8882008216,0,0.0
1.3658008826990001E9,12/04/2013 05:08:02 PM + 0.6990001201629639s ,12/04/2013 5:08:02 PM,10230.9132008216,0,0.0
1.365800882724E9,12/04/2013 05:08:02 PM + 0.7239999771118164s ,12/04/2013 5:08:02 PM,10230.9382008216,0,0.0
1.365800882749E9,12/04/2013 05:08:02 PM + 0.749000072479248s ,12/04/2013 5:08:02 PM,10230.9632008216,0,0.0
1.3658008827740002E9,12/04/2013 05:08:02 PM + 0.7740001678466797s ,12/04/2013 5:08:02 PM,10230.9882008216,0,0.0
1.365800882799E9,12/04/2013 05:08:02 PM + 0.7990000247955322s ,12/04/2013 5:08:02 PM,10231.0132008216,0,0.0
1.3658008828240001E9,12/04/2013 05:08:02 PM + 0.8240001201629639s ,12/04/2013 5:08:02 PM,10231.0382008216,0,0.0
1.365800882849E9,12/04/2013 05:08:02 PM + 0.8489999771118164s ,12/04/2013 5:08:02 PM,10231.0632008216,0,0.0
1.365800882874E9,12/04/2013 05:08:02 PM + 0.874000072479248s ,12/04/2013 5:08:02 PM,10231.0882008216,0,0.0
1.3658008828990002E9,12/04/2013 05:08:02 PM + 0.8990001678466797s ,12/04/2013 5:08:02 PM,10231.1132008216,0,0.0
1.3658008829490001E9,12/04/2013 05:08:02 PM + 0.9490001201629639s ,12/04/2013 5:08:02 PM,10231.1632008216,0,0.0
1.365800882974E9,12/04/2013 05:08:02 PM + 0.9739999771118164s ,12/04/2013 5:08:03 PM,10231.1882008216,-1,-0.026000022888183594
1.365800882999E9,12/04/2013 05:08:02 PM + 0.999000072479248s ,12/04/2013 5:08:03 PM,10231.2132008216,-1,-9.999275207519531E-4
1.3658008830240002E9,12/04/2013 05:08:03 PM + 0.024000167846679688s ,12/04/2013 5:08:03 PM,10231.2382008216,0,0.0
1.365800883049E9,12/04/2013 05:08:03 PM + 0.04900002479553223s ,12/04/2013 5:08:03 PM,10231.2632008216,0,0.0
1.3658008830740001E9,12/04/2013 05:08:03 PM + 0.07400012016296387s ,12/04/2013 5:08:03 PM,10231.2882008216,0,0.0
1.365800883099E9,12/04/2013 05:08:03 PM + 0.0989999771118164s ,12/04/2013 5:08:03 PM,10231.3132008216,0,0.0
1.365800883124E9,12/04/2013 05:08:03 PM + 0.12400007247924805s ,12/04/2013 5:08:03 PM,10231.3382008216,0,0.0
1.3658008831490002E9,12/04/2013 05:08:03 PM + 0.1490001678466797s ,12/04/2013 5:08:03 PM,10231.3632008216,0,0.0
1.365800883174E9,12/04/2013 05:08:03 PM + 0.17400002479553223s ,12/04/2013 5:08:03 PM,10231.3882008216,0,0.0
1.3658008831990001E9,12/04/2013 05:08:03 PM + 0.19900012016296387s ,12/04/2013 5:08:03 PM,10231.4132008216,0,0.0
1.365800883224E9,12/04/2013 05:08:03 PM + 0.2239999771118164s ,12/04/2013 5:08:03 PM,10231.4382008216,0,0.0
1.365800883249E9,12/04/2013 05:08:03 PM + 0.24900007247924805s ,12/04/2013 5:08:03 PM,10231.4632008216,0,0.0
1.3658008832740002E9,12/04/2013 05:08:03 PM + 0.2740001678466797s ,12/04/2013 5:08:03 PM,10231.4882008216,0,0.0
1.365800883299E9,12/04/2013 05:08:03 PM + 0.2990000247955322s ,12/04/2013 5:08:03 PM,10231.5132008216,0,0.0
1.3658008833240001E9,12/04/2013 05:08:03 PM + 0.32400012016296387s ,12/04/2013 5:08:03 PM,10231.5382008216,0,0.0
1.365800883349E9,12/04/2013 05:08:03 PM + 0.3489999771118164s ,12/04/2013 5:08:03 PM,10231.5632008216,0,0.0
1.365800883374E9,12/04/2013 05:08:03 PM + 0.37400007247924805s ,12/04/2013 5:08:03 PM,10231.5882008216,0,0.0
1.3658008833990002E9,12/04/2013 05:08:03 PM + 0.3990001678466797s ,12/04/2013 5:08:03 PM,10231.6132008216,0,0.0
1.365800883424E9,12/04/2013 05:08:03 PM + 0.4240000247955322s ,12/04/2013 5:08:03 PM,10231.6382008216,0,0.0
1.3658008834490001E9,12/04/2013 05:08:03 PM + 0.44900012016296387s ,12/04/2013 5:08:03 PM,10231.6632008216,0,0.0
1.365800883474E9,12/04/2013 05:08:03 PM + 0.4739999771118164s ,12/04/2013 5:08:03 PM,10231.6882008216,0,0.0
1.365800883499E9,12/04/2013 05:08:03 PM + 0.49900007247924805s ,12/04/2013 5:08:03 PM,10231.7132008216,0,0.0
1.3658008835240002E9,12/04/2013 05:08:03 PM + 0.5240001678466797s ,12/04/2013 5:08:03 PM,10231.7382008216,0,0.0
1.3658008839490001E9,12/04/2013 05:08:03 PM + 0.9490001201629639s ,12/04/2013 5:08:03 PM,10232.1632008216,0,0.0
1.365800884049E9,12/04/2013 05:08:04 PM + 0.04900002479553223s ,12/04/2013 5:08:04 PM,10232.2632008216,0,0.0
1.3658008840740001E9,12/04/2013 05:08:04 PM + 0.07400012016296387s ,12/04/2013 5:08:04 PM,10232.2882008216,0,0.0
1.365800884099E9,12/04/2013 05:08:04 PM + 0.0989999771118164s ,12/04/2013 5:08:04 PM,10232.3132008216,0,0.0
1.365800884124E9,12/04/2013 05:08:04 PM + 0.12400007247924805s ,12/04/2013 5:08:04 PM,10232.3382008216,0,0.0
1.3658008841490002E9,12/04/2013 05:08:04 PM + 0.1490001678466797s ,12/04/2013 5:08:04 PM,10232.3632008216,0,0.0
1.365800884174E9,12/04/2013 05:08:04 PM + 0.17400002479553223s ,12/04/2013 5:08:04 PM,10232.3882008216,0,0.0
1.3658008841990001E9,12/04/2013 05:08:04 PM + 0.19900012016296387s ,12/04/2013 5:08:04 PM,10232.4132008216,0,0.0
1.365800884224E9,12/04/2013 05:08:04 PM + 0.2239999771118164s ,12/04/2013 5:08:04 PM,10232.4382008216,0,0.0
1.365800884299E9,12/04/2013 05:08:04 PM + 0.2990000247955322s ,12/04/2013 5:08:04 PM,10232.5132008216,0,0.0
1.3658008843240001E9,12/04/2013 05:08:04 PM + 0.32400012016296387s ,12/04/2013 5:08:04 PM,10232.5382008216,0,0.0
1.365800884349E9,12/04/2013 05:08:04 PM + 0.3489999771118164s ,12/04/2013 5:08:04 PM,10232.5632008216,0,0.0
1.365800884374E9,12/04/2013 05:08:04 PM + 0.37400007247924805s ,12/04/2013 5:08:04 PM,10232.5882008216,0,0.0
1.3658008843990002E9,12/04/2013 05:08:04 PM + 0.3990001678466797s ,12/04/2013 5:08:04 PM,10232.6132008216,0,0.0
1.365800884424E9,12/04/2013 05:08:04 PM + 0.4240000247955322s ,12/04/2013 5:08:04 PM,10232.6382008216,0,0.0
1.3658008844490001E9,12/04/2013 05:08:04 PM + 0.44900012016296387s ,12/04/2013 5:08:04 PM,10232.6632008216,0,0.0
1.365800884474E9,12/04/2013 05:08:04 PM + 0.4739999771118164s ,12/04/2013 5:08:04 PM,10232.6882008216,0,0.0
1.365800884549E9,12/04/2013 05:08:04 PM + 0.5490000247955322s ,12/04/2013 5:08:04 PM,10232.7632008216,0,0.0
1.365800884599E9,12/04/2013 05:08:04 PM + 0.5989999771118164s ,12/04/2013 5:08:04 PM,10232.8132008216,0,0.0
1.365800884624E9,12/04/2013 05:08:04 PM + 0.624000072479248s ,12/04/2013 5:08:04 PM,10232.8382008216,0,0.0
1.3658008846490002E9,12/04/2013 05:08:04 PM + 0.6490001678466797s ,12/04/2013 5:08:04 PM,10232.8632008216,0,0.0
1.365800884674E9,12/04/2013 05:08:04 PM + 0.6740000247955322s ,12/04/2013 5:08:04 PM,10232.8882008216,0,0.0
1.3658008846990001E9,12/04/2013 05:08:04 PM + 0.6990001201629639s ,12/04/2013 5:08:04 PM,10232.9132008216,0,0.0
1.365800884724E9,12/04/2013 05:08:04 PM + 0.7239999771118164s ,12/04/2013 5:08:04 PM,10232.9382008216,0,0.0
1.365800884749E9,12/04/2013 05:08:04 PM + 0.749000072479248s ,12/04/2013 5:08:04 PM,10232.9632008216,0,0.0
